address,referral_code,signed_build_and_earn,signed,total_points,total_ref_points,total_build_points,total_extra_points,total_pendle_points
0x1ae3288090856da9278984325f911a9309765921,dpxx2t,false,true,431.0393367121627,0.0,0.0,0.0,0.0
0x2b192ff71f14788f7cb23465f50895174e237561,gn0pff,false,true,989.415555231244,0.0,0.0,0.0,0.0
0xd82287c8b749b834b32cd5cca910a266e5065535,wh0dkw,false,true,13.973471786431885,0.0,0.0,0.0,0.0
0x8b5e27f0335a1e77dddcf3177119b8cc03842cdc,c27d3q,false,true,344.05351855516665,0.0,0.0,0.0,0.0
0xbdd0886133be06ea0d7169035b79582d2aae193d,9dnfdn,false,true,114.80362138827,0.0,0.0,0.0,0.0
0xea0a08b210fcf1a271c43a2cc529f1739bde3939,a8b7yl,false,true,2401.2056811317134,0.0,0.0,0.0,0.0
0x627c125475d70bbb7eb138bd243851824c0865a1,,false,false,1112.361364688882,0.0,0.0,0.0,1112.361364688882
0x8c6e78524dae8b968ddea28750b6bc7b455acf95,xkzax3,false,true,0.11941484999999999,0.0,0.0,0.0,0.0
0xbaa3c7c6662e75b5d86609bef4e4dbf47d7c5280,olq16t,false,true,1668.857437247397,235.46183464824432,0.0,0.0,857.922394409316
0x9721a3bb565a30e58aa06147d4450e28406f17f5,u6dywt,false,true,913.9579286068124,350.350398898496,0.0,0.0,0.0
0x184e61d0fa5f05a22867bb3ec416b056db16490c,d3a677,false,true,2633.6929825597813,203.73265235475247,0.0,0.0,0.0
0x9bc4a0ad8e26a292a5d9a77d18b5d61fe48f764f,uquiy3,false,true,220.93227565060485,0.0,0.0,0.0,0.0
0x25e0a64d77c66148784341bb98ad7927c02c7926,71dqn4,false,true,5650.934860071533,0.0,0.0,0.0,4317.526497539474
0x248cf189907871b02492cc74ba0086068df33de9,vb6wji,false,true,11.844906534806192,0.0,0.0,0.0,0.0
0x41b1739fe47417ec14d18750d60b0eac8f5a3d7e,eusifn,false,true,14.511550145094363,0.0,0.0,0.0,0.0
0x5e8b92ae3e9e8089139783e1751ef325698c8154,4exyvu,false,true,1505.8684191823097,0.0,0.0,0.0,0.0
0xe8acbf608e0df905f25f17b346d5cab6415b8057,yxvnjv,false,true,38.420283003972536,0.0,0.0,0.0,0.0
0xf72cc56e2d1ed899e6e4db275aa9280f1fe8a59d,aa5kmi,false,true,128.3791,0.0,0.0,0.0,0.0
0x813eb2f67d996130c0925122fe3510013b11a261,t2061r,false,true,76.933291537513,0.0,0.0,0.0,0.0
0xaac14d406dd4aee99e04d2471ffb3496e5533eaa,958ck0,false,true,105.99771441068485,0.0,0.0,0.0,0.0
0x669bf51cb2b94e089192df29a658813236a31e8c,ig28oy,false,true,104.63340230383217,0.0,0.0,0.0,0.0
0x7ed850aa11301c8e1ded0153fe70adf9293a3198,i2j60p,false,true,1168.5195283951273,0.0,0.0,0.0,0.0
0xf9e9d66c645d11c77fd244665205ad84faedd13c,ifo5jt,false,true,2101.429498193989,0.0,0.0,0.0,0.0
0xbebc56b8ff43d94686dfd3fa424aaee7e7a79075,fnuu7t,false,true,309.072159404944,0.0,0.0,0.0,0.0
0xecf0bc421355295d2d6e1206b7618905a7142f9d,det4ss,false,true,1090.3693137333332,0.0,0.0,0.0,0.0
0x07de9f19149a86da212b97d30131f4ce1c3f6c79,nxw5x5,false,true,17.732461077085468,0.0,0.0,0.0,0.0
0x6d9a31624d13fe1c42f6af0897f641bafaa00dd2,otcc2y,false,true,2082.348474769984,0.0,0.0,0.0,0.0
0x13157b87347538da511fdd9dc965dfd4e745e4e6,,false,false,284.5384344922002,0.0,0.0,0.0,0.0
0x72cf5535ed72119d94143b574940c65567bf25b1,7cyn0p,false,true,413.39465533333333,0.0,0.0,0.0,0.0
0x0d9aea03f56b5d1315e361d63137b1262dcc5ee8,sl01ia,false,true,13088.923289376506,0.0,0.0,0.0,4483.267941273258
0x43bc7d0ebf1d9508f4d628e063c2e5c1ba881fd9,3obj0p,false,true,17.594004227346897,0.0,0.0,0.0,0.0
0x3a0dbaecd19a90b0dea140036458489f3ce207eb,gj8e8b,false,true,231.8876176873924,0.0,0.0,0.0,0.0
0x8008c76d9d9484b6af5d53b7426b1c84a63dbfe4,crr5zp,false,true,25.399087302871745,0.0,0.0,0.0,0.0
0xfa6253b77f24fe0746e54a3d7726cb130f0bf85e,ke3a6v,false,true,25.023788990010726,0.0,0.0,0.0,0.0
0xdc0b735554cb6930a203dea1502d5746c8e75737,8p4b30,false,true,0.123144388311207,0.077069091636075,0.0,0.0,0.0
0xb5d0e22469d58b22ac68b9f697bd43ff5f2fe164,v16vjk,false,true,1430.9968611679972,0.0,0.0,0.0,0.0
0x9de4749c0ff103b37e68c5fac8decb720adf7ca5,61py2s,false,true,49.41260193292333,5.67500010424,0.0,0.0,0.0
0x874dcc83d2dfb651e8e088af8eb61b2a2b6b3ae7,xb5cum,false,true,436.11298605980454,0.0,0.0,0.0,0.0
0x6b3d1dc7e4f31cf561dd871cb2058cea8455f1bc,an0v8w,false,true,24.069780260060384,0.0,0.0,0.0,0.0
0xd757aa6b15fc0c912ef33b61cc7dafc52fcb1abb,t7iei6,false,true,1193.9006078808575,0.0,0.0,0.0,0.0
0x0b080f6ee03dff3e2df02f40b5e7432b4ab2e0cc,p078m7,false,true,82.58432851861195,0.0,0.0,0.0,0.0
0x2324392b16c722427a87075a8682070a177723dd,xks3nt,false,true,119.71883974835879,0.0,0.0,0.0,0.0
0xe46d31670457f2c7c848a95eaec68cc1af4305b3,392c47,false,true,3.36448186427271,0.0,0.0,0.0,0.0
0xdd53cfa385792d1bf0730330ed0ae8c20d161bc4,n4n9qm,false,true,934.3895920410697,3.534033033834188,0.0,0.0,0.0
0x39e1dfd815e1b53e7b0f1583cdd5b6d521899052,qjooes,false,true,93.88373191089,0.0,0.0,0.0,0.0
0x1c056622e8d24f5389cfaef93c0d56c66d848675,12h45i,false,true,65.41176763676876,0.0,0.0,0.0,0.0
0x7c77f7688afd24ba7faa506ecad5433fb1650f4a,jhz06w,false,true,5187.0346565410855,5138.9007982696885,0.0,0.0,0.0
0x5d00f43c02b68609620b2df6b4289e7ba1b93d65,05yqi4,false,true,3723.522248681376,0.0,0.0,0.0,0.0
0x2cffee42f4ddc3d48918d0b60433c15811840939,aeh7ll,false,true,928.1088576425375,94.80418869644896,0.0,0.0,277.896877261748
0x0552c64e744e90d3b7db37a65bea4156327ab041,rodka5,false,true,23.568101686082084,0.0,0.0,0.0,0.0
0x4342fb98e5187985ee84c6573f62785b997c2ded,yyqco1,false,true,184.1651107174692,0.0,0.0,0.0,0.0
0x2c7f84f72c1c427456534f4a3f4b0b2ac4890b87,q1x6a8,false,true,25.379520789056393,0.0,0.0,0.0,0.0
0x0f955df28059d17af6e35638284a96ad6271a9e1,7ea6vn,false,true,35.91474624346703,0.0,0.0,0.0,0.0
0xf5f778fa365787570a97d2e4ef1f6da8ee124d2b,dpi57n,false,true,149.69379138166553,109.69832644364875,0.0,0.0,0.0
0x5b021509d9e3f60a6fd0299cf071a029201c92f5,f9pcxh,false,true,33.93566298471002,0.0,0.0,0.0,0.0
0x25446b5ccedcd651f1698e2ec25bcd7275c8131a,7bh5ek,false,true,57.511901472549766,0.0,0.0,0.0,0.0
0xf642bf1bc0dc6ad423f9a61e30c0452fcca68bfb,b3fkij,false,true,137.23156466085968,0.0,0.0,0.0,0.0
0xfe73b889e7cc078b7e0346d4d0af2d8963c27523,oqyuv4,false,true,1.2141305763831365,0.0,0.0,0.0,0.0
0xf7902d9b02e3e0d6fa5e1da84da06171851baac3,84lxgi,false,true,887.6320770311875,309.5070884326875,0.0,0.0,0.0
0x142ca3be7ba08022641b6eaf418809aefa07ac67,sikecf,false,true,3270.8336276117398,0.0,0.0,0.0,0.0
0x6ebd8cda96b6df1a57b3c6fdd62c55531936da21,4sox9h,false,true,1888.5381233620822,1443.349803676611,0.0,0.0,0.0
0xd35b91169465895f8a4750e3b44f3f89c0ee8065,kac5zy,false,true,1075.7837895015443,0.0,0.0,0.0,0.0
0x55c2cfb4e11368263e8b2beb962aad4083d89086,sp3abr,false,true,22.88664241344,0.0,0.0,0.0,0.0
0xefc0f8be7afd2eb878956450d1f484cfb3368417,bg4lfq,false,true,5954.242217261455,3618.6324585091884,0.0,0.0,0.0
0x6025df6e040912be9244720d99b5b4ade23043f6,9ap304,false,true,1331.747310715273,0.0,0.0,0.0,499.001109171106
0x416a9e0b90152095a9f46408130446d8dc5d206a,6yhvm6,false,true,18.48502139376782,0.0,0.0,0.0,0.0
0x06029e713813a1f7fac0c7af69741f15e47db29b,ztcfvg,false,true,1062.6462291082594,0.0,0.0,0.0,0.0
0xf7c4d0ee9aae9c4f7247f2b144b8ee336b986e77,yw2709,false,true,431.30556873783905,0.0,0.0,0.0,0.0
0x7f75c9f4c42745e23090020f79eac7ee71c8b8aa,xjxurp,false,true,44.79007806240037,23.811189244772525,0.0,0.0,0.0
0x4adfcdb13a9f3a7f3f2ffdf300441e42358b58c9,4i7dvp,false,true,24.78264226649936,0.0,0.0,0.0,0.0
0x01fc11aa846c14c0044a4d25e5e8d613d3bf3485,vwxic9,false,true,239.26864735034505,0.0,0.0,0.0,0.0
0xd123bf6f2c749208f42f3a6ea9fb57d439828d15,ffhrqa,false,true,568.0641246448897,0.0,0.0,0.0,0.0
0xcc77763720d8b1be9add0d9971341a84ee6dd96b,brtavv,false,true,679.2081484858306,85.51155941707864,0.0,0.0,0.0
0x849b56ee23b8112e86c19a0ddc9330bcd6ead4db,kjpesa,false,true,18.195289076469855,0.0,0.0,0.0,0.0
0xcc60ea8f584290752be20c87a82d9957c361bb03,uhxp6g,false,true,8017.128898333333,0.0,0.0,0.0,0.0
0x77c7a5ba71e5ae050790943345120d565004a79e,9yzc70,false,true,21.364636654412514,0.0,0.0,0.0,0.0
0xaf02b7712ac7ca36f94a6004bdb491e752c53d0b,do6u4v,false,true,115.78340990736,0.0,0.0,0.0,0.0
0x80b7047c5c1974ab1950d0192f067fdaf5f465a2,w9y01k,false,true,592.6918209705071,0.0,0.0,0.0,586.116675023016
0xff5df4d7bc524e423a39ed61a8b687b502496899,qobqkx,false,true,2833.2654197720462,1037.0044236320464,0.0,0.0,0.0
0x918a7d75380cfa3078ff19e6e6e59e1324beed45,wwhqt7,false,true,4185.309268504933,0.0,0.0,0.0,0.0
0xe882f46f2260083bbc343a0a147d4371dee93a87,hnqrr4,false,true,24.13451211762172,0.0,0.0,0.0,0.0
0x8ebec167eeb3b26a7ee58fe1d7574becadf00f9f,w9d38s,false,true,17.539684877864758,0.0,0.0,0.0,0.0
0x4ac4c3f4441031bb6a077d3682f1bc77e5661e72,yj2njm,false,true,24.887899853465417,0.0,0.0,0.0,0.0
0xb2caaa7f6fde48bd3c5eabe66da10c3cfba5677a,z45k1o,false,true,5.732582958276443,0.0,0.0,0.0,0.0
0x213aa8c10e2e8f64384c58c81c5229f640c441a4,3szu55,false,true,12.29074591008,0.0,0.0,0.0,0.0
0xa127647ef5f0670364ce56dbca6db64d2588c059,9ztxfz,false,true,59.49680635941122,0.0,0.0,0.0,0.0
0x52abaaa7a1b276818c6621deb3feeb19fa5e680b,2j42pj,false,true,72.2805580932356,0.0,0.0,0.0,0.0
0xe81cf1c3ea76d4fa672d478c26c5b556dcd1046e,869mp4,false,true,243.4205097408429,0.0,0.0,0.0,0.0
0xd59d4d6ecdaf329295237d088fe997f9e2b7d3c9,786t93,false,true,293.1635805379996,0.0,0.0,0.0,0.0
0xf76ceb5c02912c3b00719d686e408b2093fae212,54l1gx,false,true,30.91821912938789,0.0,0.0,0.0,0.0
0x42a0be4b5b1253500d80d288af38b5ae03a135cd,nhxo8d,false,true,12.615169544413675,0.0,0.0,0.0,0.0
0x350878624bd95bea50a6589f7afb605d998c3a69,0gzsrv,false,true,1.1346468380588404,0.0,0.0,0.0,0.0
0x7ef3f73b8d3868b99140723fe7739b4316763bdf,jcf74a,false,true,1493.727830713571,0.0,0.0,0.0,1493.588736740579
0xa9252ec5e07b95f25f9da245a3f4849cfdb56300,q5is4z,false,true,506.87126065998,0.0,0.0,0.0,0.0
0x01ac3ff155739d34948f1af53f24524149c9d928,vjc8p2,true,true,483.8869168,0.0,0.0,0.0,0.0
0xdbbb43fa26b51538da6eef86f30b9b582abcdfe6,zv68lc,false,true,543.216748638575,0.0,0.0,0.0,0.0
0xf3c0f9506aded4f2819565b5b8c1cdd151e3e413,41gf94,false,true,52.72530496918094,0.0,0.0,0.0,0.0
0xb92792552e590339a7dbf1e0d6114fbc7395c86b,ze431x,false,true,442837.85059739684,274667.69609093654,0.0,0.0,0.0
0xd182e38a2930c83c57555d03684e06bb961b16e7,v12t9i,false,true,6480.436129103579,0.0,0.0,0.0,0.0
0x750cd10572f7bc9382a3935424e42de903450791,ssqy92,false,true,3392.4503026664047,0.0,0.0,0.0,0.0
0x0108a3abc207b0d8c600d20b2c3ea0287968ec21,t2ql8n,false,true,20.69198793683446,0.0,0.0,0.0,0.0
0x0fd1fe13aa02b3f4eb01ec68ad1ab69d49c013da,j18z79,false,true,34.56319836298928,0.0,0.0,0.0,0.0
0xb0360ef4ca27178680f5164a7ec4d662ef432975,u668lg,false,true,6748.607619120739,0.0,0.0,0.0,0.0
0xa7344a92ccc2b01cba2473366856ac76d99059aa,r4kehd,false,true,99.76566784239485,15.716097132627116,0.0,0.0,0.0
0xf94418e4738917b85b067376a76d0282b4a155fc,skigv0,false,true,57.179882989089805,0.0,0.0,0.0,0.0
0x6fe8b4d35a7f7a8aa5b01e9d071c61d475be34a4,5vnffi,false,true,76.5278425329341,0.0,0.0,0.0,0.0
0xb2a50a6a24dd8309c0491bbe3b872ff7e7b48bc4,w1h960,false,true,13783.781855388419,0.0,0.0,0.0,0.0
0x85279ddf39663bee4b5e0095a09f2bd033b1339f,h2n21w,false,true,188.69201182258143,0.0,0.0,0.0,0.0
0xc56fc3c60af0a49bd19eca5121f89a7ae96f9f84,his7ip,false,true,5958.831807648156,0.0,0.0,0.0,0.0
0x74460ee960b9a4629bba47fbf48f8cf5150793c5,zj1fo2,false,true,53.93014863870444,0.0,0.0,0.0,0.0
0xe89b005c41f014fc91ad5f67cfbaf1aa931b38da,o8r01y,false,true,23.08090994519443,0.0,0.0,0.0,0.0
0x734b1e174dc0052ad1c59fff43b6b412ea3f5ca8,dhqtve,false,true,72.03459721110664,0.0,0.0,0.0,0.0
0xe394c28603730046d39d5a7e970090f119b6014f,dfz4yq,false,true,1092.1417247352795,0.0,0.0,0.0,0.0
0x77087b5811b7f2504f6e2eab857d2fadacc12ea9,enmyfe,false,true,634.20556896543,0.0,0.0,0.0,0.0
0x08568fa8ec9c11117399e5d9e7fbada9e1a41da9,4mnm8x,false,true,299.0548881387308,0.0,0.0,0.0,0.0
0x62948cacac42d145d8f6b9267e3bf3544e6c56d9,mblls6,false,true,22.880175564632523,0.0,0.0,0.0,0.0
0x620cab54870c9ffabbd9c83372b2cb8586e47eb9,ejljll,false,true,108.56077371935501,0.0,0.0,0.0,0.0
0xd848154932faeb276499d1dd5c24aea1ccb38fa6,ig4lab,false,true,409.66562266854396,0.0,0.0,0.0,0.0
0x97e3bc75920f2f0df4a7ab6c68a2e21b97490faf,hhzsn8,false,true,25.130408884962787,0.0,0.0,0.0,0.0
0x5edb900c4afb1144d9c3b73199cb58fb5f5d8e08,waxujm,false,true,363.5151150559199,0.0,0.0,0.0,0.0
0x9a4f7e4a3da2d6917b3290893a7338b134f843f9,e438to,false,true,2129.0448063133704,0.0,0.0,0.0,0.0
0xea6638d2feabd06e191a6e2a2810a153bcf3396e,onsu6w,false,true,356.43678772,0.0,0.0,0.0,0.0
0x9d3327351757d771660f079affc0c7b463efcbc4,bz21kl,false,true,90.508999660375,0.07358725,0.0,0.0,0.0
0xf5dc303a0517bb65170e1f2313af46915582b52d,gr8ne7,false,true,125.62723407972,0.0,0.0,0.0,0.0
